nome,tot,male,female
ATTILIO LIONELLO,22,22,0
ATTILIO LUCIANO MARIA,4,4,0
ATTILIO LUIGI,52,52,0
ATTILIO MARCO D,10,10,0
ATTILIO MARIA,27,27,0
ATTILIO MARIA GIOVANNI,4,4,0
ATTILIO MARIO,16,16,0
ATTILIO MASSIMO,12,12,0
ATTILIO NATALE,1,1,0
ATTILIO NICOLA,10,10,0
ATTILIO NINO,5,5,0
ATTILIO PAOLO,20,20,0
ATTILIO PIETRO,24,24,0
ATTILIO RAFFAELE,20,20,0
ATTILIO RINO,15,15,0
ATTILIO SALVATORE,5,5,0
ATTILIO SANDRINO,21,21,0
ATTILIO SERGIO,8,8,0
ATTILIO VALENTINO,1,1,0
ATTILIO VINCENZO,19,19,0
ATTILIO VITTORIO,30,30,0
ATTILO,5,5,0
ATTIVIO,5,5,0
ATTO,15,15,0
AUDACE,4,4,0
AUDE,16,16,0
AUDENO,12,12,0
AUDENZIA,2,1,1
AUDENZIO,87,87,0
AUDENZIO FRANCESCO,23,23,0
AUDILLO,5,5,0
AUDIN,10,10,0
AUDIO,9,9,0
AUDISIO,5,5,0
AUDO,15,15,0
AUDOLI,10,10,0
AUGUST,75,75,0
AUGUSTA,413,4,409
AUGUSTA ADRIANA,1,0,1
AUGUSTA ALBAROSA,6,0,6
AUGUSTA GIOVANNA,5,0,5
AUGUSTA MARI,5,0,5
AUGUSTA MARIA,19,0,19
AUGUSTA MARIA GRAZIA,4,0,4
AUGUSTA MARINA,10,0,10
AUGUSTALBA,4,0,4
AUGUSTALE,10,10,0
AUGUSTANGELA,15,0,15
AUGUSTIN,15,15,0
AUGUSTINA,5,0,5
AUGUSTINO,7,7,0
AUGUSTO,6933,6933,0
AUGUSTO ADRIANO,4,4,0
AUGUSTO ALFONSO,5,5,0
AUGUSTO ANDREA,4,4,0
AUGUSTO ANTONIO,2,2,0
AUGUSTO ARMANDO,2,2,0
AUGUSTO BIAGIO,32,32,0
AUGUSTO CARLO,1,1,0
AUGUSTO CARMELO,12,12,0
AUGUSTO CESARE,37,37,0
AUGUSTO DANIELE,5,5,0
AUGUSTO ENZO,5,5,0
AUGUSTO FELICE,8,8,0
AUGUSTO GESUINO,4,4,0
AUGUSTO GIOVANNI,9,9,0
AUGUSTO GIUSEPPE,11,11,0
AUGUSTO GUST,5,5,0
AUGUSTO LINO,10,10,0
AUGUSTO LORENZO,6,6,0
AUGUSTO LUIGI,20,20,0
AUGUSTO MARIO,27,27,0
AUGUSTO MASSIMO,2,2,0
AUGUSTO MAUR,5,5,0
AUGUSTO MAURIZIO,10,10,0
AUGUSTO MICHELE,5,5,0
AUGUSTO OSVALDO,4,4,0
AUGUSTO PAOLO,5,5,0
AUGUSTO PASQUINO,5,5,0
AUGUSTO ROBERTO,5,5,0
AUGUSTO SILVESTRO,4,4,0
AUGUSTO UMBERTO,4,4,0
AUGUSTO VIRGILIO,20,20,0
AULO,83,83,0
AURA,37,0,37
AUREGLIO,4,4,0
AURELIA,236,0,236
AURELIA ANGELA,10,0,10
AURELIA ANNA,5,0,5
AURELIA IOLE,7,0,7
AURELIANA,2,0,2
AURELIANO,201,201,0
AURELIANO BIAGIO,2,2,0
AURELIANO NICOLA,9,9,0
AURELIE,5,0,5
AURELIE',2,0,2
AURELIO,4690,4690,0
AURELIO ALDO,10,10,0
AURELIO ANDREA,10,10,0
AURELIO ANTONIO,44,44,0
AURELIO C,5,5,0
AURELIO CARMINE,10,10,0
AURELIO COSTANTE,5,5,0
AURELIO DANIELE,10,10,0
AURELIO DIEGO,12,12,0
AURELIO DOMENICO,22,22,0
AURELIO EMILIO,5,5,0
AURELIO FILIPPO,15,15,0
AURELIO GABRIELE,5,5,0
AURELIO GINO,12,12,0
AURELIO GIOVANNI,10,10,0
AURELIO GUIDO,10,10,0
AURELIO LUIGI,15,15,0
AURELIO MARCO,12,12,0
AURELIO MARI,5,5,0
AURELIO MARIA,10,10,0
AURELIO MARIO,13,13,0
AURELIO MENTORE,2,2,0
AURELIO ONRIO,3,3,0
AURELIO ORESTE,10,10,0
AURELIO PASQUALE,19,19,0
AURELIO PIETRO,14,14,0
AURELIO QUIRINO,5,5,0
AURELIO ROCCO LUIGI,4,4,0
AURELIO SERAFINO,3,3,0
AURELLA,9,0,9
AURELLO,5,5,0
AUREO,4,4,0
AURETTA,21,0,21
AURLIO,5,5,0
AURO,153,153,0
AURORA,537,0,537
AURORA ALMA MARIA,6,0,6
AURORA ANDREA,1,0,1
AURORA CECILIA MARIA IN CAVALLO,1,0,1
AURORA DOMENICA,5,0,5
AURORA EDVIGE,5,0,5
AURORA ENRICHETTA,9,5,4
AURORA ERSILIA,5,0,5
AURORA FIORINA,3,0,3
AURORA LUCIA,1,0,1
AURORA M,4,0,4
AURORA MARIA,8,0,8
AURORA MARIA RITA,1,0,1
AURORA MARISA,2,2,0
AURORA MELISSA,5,0,5
AUSANO,4,4,0
AUSILIA,71,0,71
AUSILIO,100,100,0
AUSONIA,8,0,8
AUSONIO,33,33,0
AUSTACIO DOMENICO,6,6,0
AUTILIA,5,0,5
AVADEMIRO,10,10,0
AVDE IRIS,34,0,34
AVE,61,0,61
AVE MARIA,7,0,7
AVELIA,5,0,5
AVELINO,28,28,0
AVELIO,62,62,0
AVELLINO,51,51,0
AVENTINO,16,16,0
AVENUTO,4,4,0
AVENZIO,2,2,0
AVERALDO,16,16,0
AVERARDO,14,14,0
AVERIO,4,4,0
AVERNINO,31,31,0
AVIA,10,0,10
AVIANO,18,18,0
AVIDES,5,5,0
AVIO,189,189,0
AVIO DARIO,10,10,0
AVIS,14,14,0
AVTAR SINGH,8,8,0
AWA,6,0,6
AXEL,15,15,0
AZARIO ADOLFO,6,6,0
AZELIO,72,72,0
AZIO,52,52,0
AZZARIA,5,5,0
AZZELIO,10,10,0
AZZO,10,10,0
AZZOLINO,10,10,0
AZZORINO,5,5,0
AZZURA,1,0,1
AZZURRA,61,0,61
BACHISIA ANGELA,6,0,6
BACHISIO,331,331,0
BACHISIO ANGELO,5,5,0
BACHISIO ANTONIO,14,14,0
BACHISIO ANTONIO LUI,3,3,0
BACHISIO RAIMONDO,14,14,0
BACHISIO SAVERIO,5,5,0
BADOGLIO,4,4,0
BADUELE,5,5,0
BAGINI,1,1,0
BAILA MAMADON,3,3,0
BAINGIO,61,61,0
BAINGIO ANTONIO,2,2,0
BAINGIO LUIGI,8,8,0
BALANTINO,2,2,0
BALDASSARE,352,347,5
BALDASSARE ALDO,10,10,0
BALDASSARE CLEMENTE,4,4,0
BALDASSARE CRISTOFOR,10,10,0
BALDASSARE MARIO,5,5,0
BALDASSARRE,203,203,0
BALDASSARRE ANDREA,2,2,0
BALDECCHI,5,5,0
BALDINO,11,11,0
BALDINO GIUSEPPE,5,5,0
BALDINO LUCIANO,10,10,0
BALDO,87,87,0
BALDOVINO,41,41,0
BALDUINO,4,4,0
BALILLA,13,13,0
BALLARINI,1,0,1
BALTHASAR,10,10,0
BAMBI,1,1,0
BAMBINA,28,0,28
BAMBINO,22,22,0
BAN VERA,5,0,5
BANDINO,7,7,0
BAQUETTO PIETRO,5,5,0
BARBANI,1,1,0
BARBARA,6612,0,6612
BARBARA AGATA,2,0,2
BARBARA AMALIA,1,0,1
BARBARA ANGELA,1,0,1
BARBARA ANGIE,5,0,5
BARBARA ANNA,8,0,8
BARBARA ANNA MARIA,7,0,7
BARBARA BEATRICE,1,0,1
BARBARA BIAGINA,1,0,1
BARBARA GIOCONDA,5,0,5
BARBARA GIOVANNA,3,0,3
BARBARA GIUSEPPINA,1,0,1
BARBARA INGRID,4,0,4
BARBARA LORETTA ANGE,3,0,3
BARBARA LUCIA,5,0,5
BARBARA M.,6,0,6
BARBARA MARIA,30,0,30
BARBARA MARIANNA,1,0,1
BARBARA MARTA,1,0,1
BARBARA MONICA,14,0,14
BARBARA MONICA PAOLA,3,0,3
BARBARA NATALINA,5,0,5
BARBARA ORNELLA,7,0,7
BARBARA PAOLA,6,0,6
BARBARA RAFFAELLA,1,0,1
BARBARA RENEE,4,0,4
BARBARA SILVANA,2,0,2
BARBARA SONIA,1,0,1
BARBARA VITALINA,5,0,5
BARBARANGELO,10,10,0
BARBARINA,8,0,8
BARBARO,24,24,0
BARBARO AURE,8,8,0
BARBARO AURELIO,3,3,0
BARBARO VITTORIO,4,4,0
BARBATO,68,68,0
BARBATO GERARDO,7,7,0
BARBERINA CATERINA,2,0,2
BARDILIO,8,8,0
BARDO,15,15,0
BARIGNANO,7,7,0
BARNABA,23,23,0
BARNABA BENITO,14,14,0
BARONE RUDOLF,10,10,0
BARSANOFIA,4,0,4
BARSANOFIO,6,6,0
BARTALOMEO,5,5,0
BARTHOLOMAUS,25,25,0
BARTOLA,7,0,7
BARTOLINO,11,11,0
BARTOLO,479,479,0
BARTOLO CARMELO,5,5,0
BARTOLO GIUSEPPE,9,9,0
BARTOLO LINO,10,10,0
BARTOLO MARIO,5,5,0
BARTOLO ROCCO,4,4,0
BARTOLOMEA,25,5,20
BARTOLOMEA F,5,0,5
BARTOLOMEO,3093,3088,5
BARTOLOMEO ALFREDO,11,11,0
BARTOLOMEO ALFREDO E,10,10,0
BARTOLOMEO ANTONIO,17,17,0
BARTOLOMEO BENIAMINO,5,5,0
BARTOLOMEO CARLO,35,35,0
BARTOLOMEO DOMENICO,4,4,0
BARTOLOMEO DONATO,25,25,0
BARTOLOMEO ELIO,5,5,0
BARTOLOMEO FRANCESCO,7,7,0
BARTOLOMEO GIACOMO,4,4,0
BARTOLOMEO GIANLUCA,5,5,0
BARTOLOMEO GIUSEPPE,58,58,0
BARTOLOMEO LUCA,5,5,0
BARTOLOMEO MARIA,15,15,0
BARTOLOMEO MARIO,10,10,0
BARTOLOMEO MICHELE,16,16,0
BARTOLOMEO NICOLA,12,12,0
BARTOLOMEO PIETRO,5,5,0
BARTOLOMEO ROBERTO,9,9,0
BARTOLOMEO ROCCO,7,7,0
BARTOLOMEO STEFANO,4,4,0
BARTOLOMEO VINCENZO,1,1,0
BARTOLOMEO WALTER,5,5,0
BARTOLOMINO,4,4,0
BARTOLUCCIA,2,0,2
BARTOLUCCIO,5,5,0
BASILE,24,24,0
BASILIA,22,0,22
BASILIA MARIA,1,1,0
BASILIDE,5,5,0
BASILIO,1269,1269,0
BASILIO A.,7,7,0
BASILIO ANGELO,8,8,0
BASILIO ANTO,23,23,0
BASILIO ANTONINO,3,3,0
BASILIO ANTONIO,5,5,0
BASILIO BRUNO,13,13,0
BASILIO COSMO,5,5,0
BASILIO DOMENICO,6,6,0
BASILIO FSCO,5,5,0
BASILIO GIUSEPPE,4,4,0
BASILIO MASINO,1,1,0
BASILIO NICOLA,6,6,0
BASILIO NINO,11,11,0
BASILIO ROCCO,11,11,0
BASSAM,5,5,0
BASSANO,107,107,0
BASSANO ANTONIO,5,5,0
BASSANO DAVIDE,6,6,0
BASSIANO,24,24,0
BASSIROU,1,1,0
BASSO,25,25,0
BASSO MICHELE ANTONIO,16,16,0
BASSO UMBERTO,5,5,0
BASTIANA,8,0,8
BASTIANELLA,3,0,3
BASTIANINA,6,0,6
BASTIANINO,42,42,0
BASTIANINO MARCO,5,5,0
BASTIANO,62,62,0
BASTIANONI,1,1,0
BASTOS ROSARIA,4,0,4
BATINO DANTE,5,5,0
BATRICE,2,0,2
BATTESIMO,1,1,0
BATTISA,1,1,0
BATTISTA,3003,3003,0
BATTISTA  MARIO,1,1,0
BATTISTA ALESSANDRO,4,4,0
BATTISTA ANDREA,5,5,0
BATTISTA ANGELO,13,13,0
BATTISTA ANTONIO,9,9,0
BATTISTA C,5,5,0
BATTISTA EUGENIO,4,4,0
BATTISTA FELICE,25,25,0
BATTISTA GIOVANNI,16,16,0
BATTISTA GIU,5,5,0
BATTISTA LUI,5,5,0
BATTISTA LUIGI,15,15,0
BATTISTA MARIO,2,2,0
BATTISTA MARTINO,14,14,0
BATTISTA NELLO,5,5,0
BATTISTA ONORATO,6,6,0
BATTISTA PLINIO,2,2,0
BATTISTA SECONDO,5,5,0
BATTISTA SERGIO,4,4,0
BATTISTA SIL,2,2,0
BATTISTA STEFANINO,4,4,0
BATTISTA V,10,10,0
BATTISTA VINCENZO,5,5,0
BATTISTINA,115,0,115
BATTISTINO,168,168,0
BEATINO,5,5,0
BEATO,5,5,0
BEATRICE,1118,9,1109
BEATRICE ANNA MARIA,4,0,4
BEATRICE CELESTINA,4,0,4
BEATRICE ELENA,5,0,5
BEATRICE GIOVANNA,5,0,5
BEATRICE MARGHERITA,6,0,6
BEATRICE MARIA,18,0,18
BEATRICE MARTINA,5,0,5
BEATRICE SAN,10,0,10
BEATRICE SANTINA,13,0,13
BEATRICE TERESA,7,0,7
BEATRICE VITA,4,0,4
BEATRIICE,3,0,3
BEATRIX,65,0,65
BEATRIX IRMAGARD,5,0,5
BEBA,4,0,4
BECHARA,6,6,0
BELANIA,4,0,4
BELGIOIOSO,2,2,0
BELINDA,72,0,72
BELINDA SIMONA,1,0,1
BELISARIO,20,20,0
BELLARMINO,41,41,0
BELLERMINDO,1,1,0
BELLIARIO,4,4,0
BELLINA,2,0,2
BELLINA ROSA,4,0,4
BELLINO,16,16,0
BELLISARIO,8,8,0
BELMONDO,5,5,0
BELMONTE,1,1,0
BELTRAND,4,4,0
BELVITO,2,2,0
BENARDO,5,5,0
BENEDET,4,0,4
BENEDETTA,312,5,307
BENEDETTA BIANCA MAR,3,0,3
BENEDETTA CARMEN,2,0,2
BENEDETTA CLIO,28,0,28
BENEDETTA MANUELA,3,0,3
BENEDETTA MARIA,16,0,16
BENEDETTI,1,1,0
BENEDETTO,3254,3254,0
BENEDETTO ANGELO MARIO,3,3,0
BENEDETTO ANTONIO,33,33,0
BENEDETTO DOMENICO,7,7,0
BENEDETTO EMILIO,12,12,0
BENEDETTO FERNANDO,1,1,0
BENEDETTO FRANCESCO,12,12,0
BENEDETTO GIOVANNI,18,18,0
BENEDETTO ITALO G.,5,5,0
BENEDETTO MARCELLO,1,1,0
BENEDETTO MARIA,13,13,0
BENEDETTO MARIO,33,33,0
BENEDETTO NICOLA,5,5,0
BENEDETTO ORAZIO,1,1,0
BENEDETTO PASQUALE,25,25,0
BENEDETTO SALVATORE,10,10,0
BENEDETTO SALVATORE SILVERIO,4,4,0
BENEDETTO SESTO,12,12,0
BENEDETTO VINCENZO,20,20,0
BENEDIKT,65,65,0
BENEDIKT MATTHIAS,20,20,0
BENEETTO,4,4,0
BENEMERITO,15,15,0
BENERICE,2,0,2
BENEVENUTO,3,3,0
BENGASI,35,35,0
BENI,13,13,0
BENIAMINA,11,0,11
BENIAMINO,2371,2371,0
BENIAMINO ACHILLE,5,5,0
BENIAMINO ANTONINO,2,2,0
BENIAMINO CAPON,2,2,0
BENIAMINO DOMENICO,10,10,0
BENIAMINO FRANCESCO,10,10,0
BENIAMINO FRANCO,20,20,0
BENIAMINO GIACOMO,4,4,0
BENIAMINO GIOVANNI,27,27,0
BENIAMINO GIOVANNI S,4,4,0
BENIAMINO GIUSEPPE,10,10,0
BENIAMINO MICHELE,7,7,0
BENIAMINO TEOFILO,10,10,0
BENIGNA,8,0,8
BENIGNO,388,388,0
BENIGNO ILARIO,5,5,0
BENIGNO MASSIMO,9,9,0
BENINA,4,0,4
BENININO,10,10,0
BENINO,34,34,0
BENIS,4,4,0
BENITA,5,0,5
BENITO,2935,2931,4
BENITO ADOLFO,2,2,0
BENITO ADRIANO,5,5,0
BENITO ALBERTO,8,8,0
BENITO ALDO,4,4,0
BENITO ALFREDO,5,5,0
BENITO ANTONIO,29,29,0
BENITO ARNALDO,3,3,0
BENITO BRUNO,10,10,0
BENITO CARLO,4,4,0
BENITO DOMENICO,4,4,0
BENITO FRANCESCO,4,4,0
BENITO GASTONE,4,4,0
BENITO GRAZI,6,6,0
BENITO GUIDO,5,5,0
BENITO ITALO,4,4,0
BENITO MARIO,10,10,0
BENITO NICOLA,8,8,0
BENITO OSVALDO,4,4,0
BENITO PAOLO,22,22,0
BENITO PIETRO,19,19,0
BENITO RENZO,18,18,0
BENITO ROMAN,8,8,0
BENITO ROMANO,10,10,0
BENITO SALVATORE,5,5,0
BENITO SERGIO,9,9,0
BENITO STEFANO,11,11,0
BENITO UGO,2,2,0
BENITO VINCENZO,9,9,0
BENITO VITTORIO,13,13,0
BENJAMIN,13,13,0
BENNARDA,1,0,1
BENNARDINA PALMINA,5,0,5
BENNARDINO,19,19,0
BENNARDO,31,31,0
BENNO,30,30,0
BENO,12,12,0
BENONINO,15,15,0
BENSO,27,27,0
BENTIVOGLIO,5,5,0
BENUCCIO,8,8,0
BENVENUTA,28,0,28
BENVENUTO,641,641,0
BENVENUTO GIACOMO,5,5,0
BENVENUTO LIBERO,1,1,0
BENVENUTO MA,5,5,0
BEPINO,5,5,0
BEPPE,20,20,0
BEPPE MARIO,26,26,0
BEPPINO,457,457,0
BEPPINO GIORGIO,19,19,0
BEPPINO LUIGI,9,9,0
BEPPINO MAGNO,28,28,0
BEPPINO MASSIMO,6,6,0
BEPPINO MICHELE,15,15,0
BERALDINO,5,5,0
BERARDINA,28,0,28
BERARDINO,748,748,0
BERARDINO ANTONIO,5,5,0
BERARDINO DOMENICO,4,4,0
BERARDINO MARINO,10,10,0
BERARDINO YURI,1,1,0
BERARDO,223,223,0
BERARDO PASQUALINO,9,9,0
BERDJ,2,2,0
BERENGARIO,5,5,0
BERENICE,36,6,30
BERNABEO,4,4,0
BERNADDETTA ASSUNTA,3,0,3
BERNADETTA,7,0,7
BERNADETTE,40,0,40
BERNADINO,2,2,0
BERNANDO,4,4,0
BERNANRDINO,4,4,0
BERNANRDO,5,5,0
BERNARD,1,1,0
BERNARDA,30,0,30
BERNARDEL CARLO,5,5,0
BERNARDETTA,43,0,43
BERNARDETTE,11,0,11
BERNARDETTE FELICE,8,0,8
BERNARDINA,117,5,112
BERNARDINA MARIA,10,0,10
BERNARDINO,2134,2134,0
BERNARDINO ANGELO,15,15,0
BERNARDINO ANTONIO,5,5,0
BERNARDINO B.,5,5,0
BERNARDINO FILIPPO,4,4,0
BERNARDINO G,5,5,0
BERNARDINO SANTE,9,9,0
BERNARDINO SEBASTIAN,25,25,0
BERNARDO,2421,2419,2
BERNARDO AUGUSTO,5,5,0
BERNARDO DOMENICO,5,5,0
BERNARDO EZIO,4,4,0
BERNARDO FRANCESCO,3,3,0
BERNARDO FRANCO,13,13,0
BERNARDO GIOVANNI,13,13,0
BERNARDO IGINIO,1,1,0
BERNARDO LUIGI,5,5,0
BERNARDO MARCO,7,7,0
BERNARDO MARIA,14,14,0
BERNARDO MARIO,4,4,0
BERNARDO MOSE',10,10,0
BERNARDO NATALE,13,13,0
BERNARDO PERRIER,4,4,0
BERNARDONE FLAVIO,5,5,0
BERNARDONE GUIDO,10,10,0
BERND,10,10,0
BERNHARD,342,342,0
BERNHART,5,5,0
BERNIAMINO,5,5,0
BERNIERO,11,11,0
BERRA,5,5,0
BERTA,108,0,108
BERTE ANGELO,5,5,0
BERTHOLD,1,1,0
BERTHOLD JOSEF,3,3,0
BERTI,9,6,3
BERTILLA,98,0,98
BERTILLO,13,13,0
BERTINO,36,36,0
BERTO,7,7,0
BERTOLINO,5,5,0
BERTOLO,13,13,0
BERTOLOMEO,5,5,0
BESSO,10,10,0
BETTA WALTER,5,5,0
BETTINA,14,0,14
BETTINA MARIA LAURA,5,0,5
BETTINO,48,48,0
BETTINO FRANCO,5,5,0
BETTINO MORENO,11,11,0
BETTJ,5,0,5
BETTO,3,3,0
BEVIO,5,5,0
BEYRA,5,0,5
BHUIYAN,5,5,0
BIAGIA,52,0,52
BIAGIANTONIO,7,7,0
BIAGIIO,5,5,0
BIAGINA,31,0,31
BIAGINO,90,90,0
BIAGIO,5308,5308,0
BIAGIO A.,5,5,0
BIAGIO ALBERTO,5,5,0
BIAGIO ALBINO,5,5,0
BIAGIO ANGELO,12,12,0
BIAGIO ANIELLO,11,11,0
BIAGIO ANTONINO,8,8,0
BIAGIO ANTONIO,57,57,0
BIAGIO ANTONIO ORONZ,8,8,0
BIAGIO ANTONIO ROCCO,2,2,0
BIAGIO ATTILIO,8,8,0
BIAGIO AURELIANO,8,8,0
BIAGIO BARBATO,1,1,0
BIAGIO BRUNO,5,5,0
BIAGIO CAMILLO,13,13,0
BIAGIO CARLO,6,6,0
BIAGIO CARMINE,16,16,0
BIAGIO CESARE,6,6,0
BIAGIO COSIMO,5,5,0
BIAGIO DANIELE,9,9,0
BIAGIO DOMENICO,5,5,0
BIAGIO ENZO,2,2,0
BIAGIO ERMINIO,6,6,0
BIAGIO FAUSTO,1,1,0
BIAGIO FILIPPO,4,4,0
BIAGIO FRANCESCO,4,4,0
BIAGIO FRANCO,5,5,0
BIAGIO FRANCO LUCIAN,5,5,0
BIAGIO GIANNI,5,5,0
BIAGIO GIOVANNI,30,30,0
BIAGIO GIUSEPPE,29,29,0
BIAGIO GRAZIA,10,10,0
BIAGIO LUCA,2,2,0
BIAGIO LUCIO,7,7,0
BIAGIO LUIGI,3,3,0
BIAGIO LUIGI ROCCO,2,2,0
BIAGIO MARIA,18,18,0
BIAGIO MASSIMILIANO,9,9,0
BIAGIO MAURIZIO,11,11,0
BIAGIO NATALE,19,19,0
BIAGIO NICOLA,6,6,0
BIAGIO ORONZO,4,4,0
BIAGIO PIETRO,39,39,0
BIAGIO RAIMONDO,26,26,0
BIAGIO RENATO,22,22,0
BIAGIO ROCCO,5,5,0
BIAGIO ROSARIO,24,24,0
BIAGIO SALVATORE,46,46,0
BIAGIO SEBASTIANO,20,20,0
BIAGIO ULDERICO,3,3,0
BIAGIO UMBERTO,12,12,0
BIAGIO VITO,4,4,0
BIAGIO VITTORIO,14,14,0
BIANCA,672,0,672
BIANCA ANGELA,13,0,13
BIANCA ANTONIA,2,0,2
BIANCA BRUNA,4,0,4
BIANCA CARLA,1,0,1
BIANCA DELFINA,17,0,17
BIANCA ELEONORA,1,0,1
BIANCA MARIA,237,0,237
BIANCA MARINA,11,0,11
BIANCA PAOLA,10,0,10
BIANCA PIERA,8,0,8
BIANCA ROSA,68,0,68
BIANCA ROSA TOMMASA,11,0,11
BIANCA TERESA,7,0,7
BIANCA ZENA,3,0,3
BIANCAMARIA,24,0,24
BIANCANGELA,8,0,8
BIANCAROSA,54,0,54
BIANCASTELLA,4,0,4
BIANCHI SALV,4,4,0
BIANCO,11,11,0
BIANCO ADRIANO,5,5,0
BIANCO GIUSEPPE,5,5,0
BIASE,121,121,0
BIASE RITO,10,10,0
BIBBIANA,5,0,5
BIBIANA,33,0,33
BIBIANA ERMANNA,1,0,1
BICE,58,0,58
BICE ORNELLA,5,0,5
BIDIN,5,5,0
BIGIO,5,5,0
BILLY,10,10,0
BINA NADIA,5,0,5
BINDO,35,35,0
BINONE EDDA,6,0,6
BIONDINA,2,0,2
BIONDO,32,32,0
BIRGIT,60,0,60
BIRGIT BARBARA,1,0,1
BIRGIT HELGA,10,0,10
BIRGITTA,5,0,5
BISERKA,4,0,4
BIXIO,5,5,0
BJORN,1,1,0
BLANC RICCARDO,5,5,0
BLANDINO,14,14,0
BLENDA,1,0,1
BLESSANDRO,4,4,0
BOB,1,1,0
BOEZIA,9,0,9
BOEZIO,5,5,0
BOGDAN,5,5,0
BOJAN,8,8,0
BOMBINA,19,0,19
BONA,2,0,2
BONACATA,5,0,5
BONACATU,3,3,0
BONACCORSI,5,0,5
BONAFEDE,18,18,0
BONANGELO,1,1,0
BONARIA,46,0,46
BONARINO,11,11,0
BONAVENTURA,381,381,0
BONAVENTURA  FABIO,5,5,0
BONELVIO,4,4,0
BONESCHI,2,2,0
BONFANTI,1,1,0
BONFIGLIO,103,103,0
BONFILIO,10,10,0
BONIFACIO,280,280,0
BONIFACIO ANTONIO,14,14,0
BONIFACIO VALENTINO,10,10,0
BONIFAZ,5,5,0
BONIFAZIO,40,40,0
BONILLA MARIA,8,0,8
BONINI,5,5,0
BONINO,5,5,0
BONITA,8,0,8
BONO,20,20,0
BONOMO,10,10,0
BORIS,283,283,0
BORIS GIUSEPPE,23,23,0
BORIS MARIA,5,5,0
BORIS MASSIMILIANO,5,5,0
BORTOLAMI,2,0,2
BORTOLINA,32,1,31
BORTOLINO,73,73,0
BORTOLINO ENZO,4,4,0
BORTOLINO LODOVICO,5,5,0
BORTOLO,924,924,0
BORTOLO AGOSTINO,11,11,0
BORTOLO ANTONIO,5,5,0
BORTOLO BRUNO,11,11,0
BORTOLO ETTO,5,5,0
BORTOLO ETTORE,4,4,0
BORTOLO GIOVANNI,6,6,0
BORTOLO LINO,10,10,0
BORTOLO LUIGI,6,6,0
BORTOLO MARIO,20,20,0
BORTOLO MARTINO,5,5,0
BORTOLO VALERIO,38,38,0
BORTOLO VINCENZO,18,18,0
BORTOLOI,5,5,0
BORTOLOMEA,4,0,4
BORTOLOMEO,55,55,0
BOSISIO,5,5,0
BOTTICINI,5,5,0
BOU,7,7,0
BOUBOU,2,2,0
BOULOS,6,6,0
BOY RITA,5,0,5
BOZIC,5,5,0
BOZICA,5,0,5
BOZIDAR,17,17,0
BR8UNO,5,5,0
BRACCIANO,15,15,0
BRAMANTE,5,5,0
BRANDINO,4,4,0
BRANDO,10,10,0
BRANDOLINO,10,10,0
BRANISLAV,14,14,0
BREDA,14,14,0
BRENDA,9,0,9
BRENDA MARIA LAURA,6,0,6
BRENILDE,5,0,5
BRENNO,57,57,0
BRIAN,2,2,0
BRIANO,10,10,0
BRIELE,5,5,0
BRIENZA,1,0,1
BRIGIDA,121,0,121
BRIGIDA CRISTINA,4,0,4
BRIGIDA SANTINA,13,0,13
BRIGIDA TERESA,8,0,8
BRIGITTA,92,0,92
BRIGITTE,104,0,104
BRIGITTE MARIA,3,3,0
BRIGITTE ROSA,35,0,35
BRIGLIASCO,8,8,0
BRILLANTE,1,1,0
BRINDSLEY SALIYA,10,10,0
BRINO,5,5,0
BRITT MARIE,15,0,15
BRIZIO,24,24,0
BRIZIO DOMENICO,10,10,0
BRUN0,5,5,0
BRUNA,2363,0,2363
BRUNA ANGELA,12,0,12
BRUNA ANNA,23,0,23
BRUNA CARLA,7,0,7
BRUNA ENRICA,2,0,2
BRUNA EURA,10,0,10
BRUNA GABRIELA,10,0,10
BRUNA GIOVANNA,10,0,10
BRUNA GIUSEPPINA,14,0,14
BRUNA MARIA,8,0,8
BRUNA MARIA TERESA,19,0,19
BRUNA MARISELLA,1,0,1
BRUNA MICHELINA,5,0,5
BRUNA PIERA,13,0,13
BRUNA REGINA,5,0,5
BRUNA ROSA,30,0,30
BRUNA STEFANIA,5,0,5
BRUNA VALERIA,1,0,1
BRUNALDO,15,15,0
BRUNANGELO,15,15,0
BRUNARDO,5,5,0
BRUNELIO,5,5,0
BRUNELLA,572,0,572
BRUNELLA DOMENICA,3,0,3
BRUNELLA NICOLINA,8,0,8
BRUNELLA PIERA,4,0,4
BRUNELLO,234,234,0
BRUNELLO GIOVANNI,8,8,0
BRUNELLO GIUSEPPE ANTONIO,4,4,0
BRUNELLO SANDRO,6,6,0
BRUNERO,48,48,0
BRUNERO PAOLO,5,5,0
BRUNETTA,22,0,22
BRUNETTO,144,144,0
BRUNETTO MAURO,5,5,0
BRUNHILDE,45,0,45
BRUNILDE,5,0,5
BRUNINA,10,5,5
BRUNINO,30,30,0
BRUNO,38189,38189,0
BRUNO  BASILIO,5,5,0
BRUNO A.,1,1,0
BRUNO ADELINO,38,38,0
BRUNO AGOSTINO,20,20,0
BRUNO ALDO,15,15,0
BRUNO ALESSANDRO,5,5,0
BRUNO ALESSIO,24,24,0
BRUNO ALFONSO,5,5,0
BRUNO ANACLETO,10,10,0
BRUNO ANDREA,40,40,0
BRUNO ANGELO,45,45,0
BRUNO ANTONELLO,3,3,0
BRUNO ANTONI,5,5,0
BRUNO ANTONINO,10,10,0
